Date,Data
2/28/17,-0.006948562
2/27/17,0.001829413
2/24/17,-0.003503954
2/23/17,-0.012230771
2/22/17,-0.010986215
2/21/17,0.011108253
2/17/17,0.006709671
2/16/17,0.003354278
2/15/17,0.009057539
2/14/17,0.013039069
2/13/17,0.001886975
2/10/17,-0.004695288
2/9/17,0.03069936
2/8/17,0.010786675
2/7/17,0.007710003
2/6/17,-0.021010691
2/3/17,-0.04540515
2/2/17,0.007305523
2/1/17,-0.002871109
1/31/17,0.008350281
1/30/17,0.003240518
1/27/17,-0.00508681
